,name,method,bar,kind,bands,link,paper_name,cr,err_cr_l,err_cr_r,cr_l,cr_r,err_range,altname,r25,r25_NED
615,J125448.95+440920.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),26.083454434101533,5.65188611789849,8.364791454489767,20.43156831620304,34.4482458885913,14.016677572388256,UGC 08039,29.65659283970816,38.99
616,J130455.77+473013.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),10.725762678287689,2.2553575046339702,3.972504695662107,8.470405173653717,14.698267373949792,6.227862200296077,,,
617,J134630.60+224221.6,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.59106566795406,2.518213133590812,3.04740285007004,10.072852534363246,15.638468518024098,5.565615983660852,KUG 1344+229,17.99373228766528,17.45
618,J141924.05+455402.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.52978723158978,8.460445456979807,30.832361631812315,4.069341774609974,43.3621488634021,39.29280708879213,2MASX J14192411+4554021,14.129319791908587,18.155
619,J142004.29+470716.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),8.995216355098535,11.023767203902649,7.6773986504009715,-2.028550848804114,16.672615005499505,18.70116585430362,WISEA J142004.29+470716.7,,14.46
620,J133329.90+403146.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),5.60211182617666,0.7481647715740817,0.9488919054110304,4.853947054602578,6.551003731587691,1.6970566769851123,CGCG 218-022,21.4348897822654,22.915
621,J142134.86+402129.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),24.045877101006205,8.526617431473188,13.438601827403197,15.519259669533016,37.4844789284094,21.965219258876385,2MASX J14213483+4021294,16.63877138873732,20.73
622,J123650.90+453902.9,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),7.521514733531276,2.89043347509376,4.694958241312516,4.631081258437517,12.216472974843793,7.585391716406276,,,
623,J093106.75+490447.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),5.611079925752462,0.7452215526389989,0.6283240541858226,4.865858373113463,6.2394039799382846,1.3735456068248215,SBS 0927+493,19.01609133770781,21.97
624,J092609.43+491836.7,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),14.105643132360129,2.317485999753863,3.2663779051648936,11.788157132606264,17.37202103752502,5.583863904918756,UGC 05016,29.38469956226097,31.4
625,J090434.16+412352.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),10.602042250842477,2.007271338369488,2.226246393464341,8.594770912472987,12.828288644306816,4.233517731833828,,,
626,J134431.98+401424.0,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),6.526060886200954,1.549852585327809,1.9946533273052969,4.976208300873145,8.52071421350625,3.544505912633105,WISEA J134432.00+401424.2,,23.965
627,J103009.35+471642.2,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),4.050119226137864,1.7104872459902627,5.9572142015522935,2.339631980147601,10.007333427690156,7.667701447542556,CGCG 240-051,15.456859337452691,18.335
628,J102713.35+481441.2,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),4.245710812828029,0.7650686811234667,0.8743642069982476,3.480642131704562,5.1200750198262766,1.6394328881217142,MCG +08-19-033,21.683094108065102,21.915
629,J100514.38+463903.2,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),7.627649931013114,3.141910393419794,3.842215722073603,4.485739537593321,11.469865653086718,6.984126115493397,KUG 1002+468,23.34109653119412,23.675
630,J154702.69+542027.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),5.087338026005027,0.9712190776918688,1.734319781592623,4.116118948313159,6.82165780759765,2.705538859284492,I Zw 125,17.99373228766528,17.505
631,J161149.40+491343.3,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.908559547454653,3.1192014196579843,7.639400087128453,9.789358127796667,20.547959634583105,10.758601506786436,WISEA J161149.41+491343.3,,15.66
632,J162200.73+493114.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),4.009807632264157,1.1644643376524697,2.318802898455788,2.8453432946116872,6.328610530719944,3.483267236108257,CGCG 251-011,19.14790458571646,23.295
633,J161652.00+501655.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),21.996190333882424,7.535068458566671,30.47463503369595,14.461121875315754,52.47082536757837,38.009703492262624,WISEA J161652.02+501655.8,,29.765
634,J155209.48+461911.2,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),8.715442369724464,1.8298092935441408,3.00921244009392,6.885633076180323,11.724654809818382,4.83902173363806,WISEA J155209.50+461911.4,,13.36
635,J162205.37+463726.9,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),4.766883490187269,0.7366045128324699,0.9575858666822108,4.0302789773548,5.724469356869481,1.6941903795146809,,,
636,J162259.35+464031.2,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),7.955328738590675,1.5889611633957563,2.0204009494833457,6.366367575194918,9.97572968807402,3.609362112879104,WISEA J162259.35+464031.2,,12.25
637,J160505.14+452634.7,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),3.7484894807453104,0.9692355978251114,1.1794312696426057,2.779253882920199,4.927920750387916,2.1486668674677167,CGCG 250-045,22.44508501533463,26.38
638,J163233.73+390751.7,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),2.449917932954063,0.5847365101301509,1.049964828408884,1.865181422823912,3.499882761362948,1.634701338539035,WISEA J163233.73+390751.8,,10.985
639,J164029.54+391406.3,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),12.081256537751536,2.175615092746525,2.175615092746525,9.905641445005012,14.256871630498065,4.35123018549305,CGCG 224-086,30.55774164162351,32.445
640,J162907.83+403954.1,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),9.592484727109678,3.131567178953332,5.834604112365681,6.460917548156347,15.42708883947536,8.966171291319013,WISE J162907.83+403954.1,,24.355
641,J163103.40+395018.5,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),21.670266440343827,7.250037556312526,41.6957005716564,14.4202288840313,63.36596701200023,48.94573812796892,CGCG 224-065,31.269522881799126,23.3
642,J170001.67+384857.7,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),2.476138787598199,0.4149953275304243,0.4149953275304243,2.0611434600677745,2.891134115128623,0.8299906550608487,CGCG 197-024,21.63322437548699,29.72
643,J165547.13+391837.8,T-W,True,stellar,"CALIFA,MANGA,different",https://arxiv.org/pdf/2003.07455.pdf,Cuomo et al. (2020),4.104199586632549,1.835874566585136,5.181245999029162,2.268325020047413,9.285445585661712,7.017120565614299,CGCG 225-011,20.18929968852953,28.985
644,NGC150,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),38.0,0.0,0.0,38.0,38.0,0.0,NGC 0150,104.26084843296172,116.7
645,NGC150,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),72.2,0.0,0.0,72.2,72.2,0.0,NGC 0150,104.26084843296172,116.7
646,NGC157,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),6.4,0.0,0.0,6.4,6.4,0.0,NGC 0157,110.94845393407986,125.05
647,NGC157,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),40.0,0.0,0.0,40.0,40.0,0.0,NGC 0157,110.94845393407986,125.05
648,NGC157,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),72.9,0.0,0.0,72.9,72.9,0.0,NGC 0157,110.94845393407986,125.05
649,NGC210,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),36.7,3.8,3.8,32.900000000000006,40.5,7.6,NGC 0210,149.32112549368082,150.35
650,NGC210,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),80.8,0.0,0.0,80.8,80.8,0.0,NGC 0210,149.32112549368082,150.35
651,NGC278,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),25.3,0.0,0.0,25.3,25.3,0.0,NGC 0278,70.65147851688032,62.7
652,NGC289,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),3.9,0.3,0.3,3.6,4.2,0.6,NGC 0289,100.7212842728864,153.85
653,NGC289,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),21.3,0.0,0.0,21.3,21.3,0.0,NGC 0289,100.7212842728864,153.85
654,NGC289,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),66.2,0.0,0.0,66.2,66.2,0.0,NGC 0289,100.7212842728864,153.85
655,NGC289,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),133.2,0.0,0.0,133.2,133.2,0.0,NGC 0289,100.7212842728864,153.85
656,NGC428,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),54.8,0.0,0.0,54.8,54.8,0.0,NGC 0428,84.5514879379336,122.2
657,NGC488,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),13.6,0.8,0.8,12.8,14.4,1.6,NGC 0488,151.39838926905853,157.45
658,NGC488,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),34.5,0.0,0.0,34.5,34.5,0.0,NGC 0488,151.39838926905853,157.45
659,NGC488,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),70.3,0.0,0.0,70.3,70.3,0.0,NGC 0488,151.39838926905853,157.45
660,NGC578,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),19.1,0.0,0.0,19.1,19.1,0.0,NGC 0578,144.5843392875382,146.95
661,NGC578,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),38.8,0.0,0.0,38.8,38.8,0.0,NGC 0578,144.5843392875382,146.95
662,NGC578,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),79.9,0.0,0.0,79.9,79.9,0.0,NGC 0578,144.5843392875382,146.95
663,NGC613,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),5.0,0.0,0.0,5.0,5.0,0.0,NGC 0613,161.48093475488653,164.85
664,NGC613,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),55.1,0.0,0.0,55.1,55.1,0.0,NGC 0613,161.48093475488653,164.85
665,NGC613,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),88.0,0.0,0.0,88.0,88.0,0.0,NGC 0613,161.48093475488653,164.85
666,NGC685,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),19.3,0.0,0.0,19.3,19.3,0.0,NGC 0685,90.39018072558366,111.45
667,NGC685,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),92.5,0.0,0.0,92.5,92.5,0.0,NGC 0685,90.39018072558366,111.45
668,NGC864,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),6.5,0.0,0.0,6.5,6.5,0.0,NGC 0864,111.71751187637057,140.3
669,NGC864,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),33.0,0.0,0.0,33.0,33.0,0.0,NGC 0864,111.71751187637057,140.3
670,NGC864,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),57.3,0.0,0.0,57.3,57.3,0.0,NGC 0864,111.71751187637057,140.3
671,NGC908,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),7.9,0.6,0.6,7.300000000000001,8.5,1.2,NGC 0908,184.12860154943823,180.75
672,NGC908,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),21.0,0.0,0.0,21.0,21.0,0.0,NGC 0908,184.12860154943823,180.75
673,NGC908,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),78.6,0.0,0.0,78.6,78.6,0.0,NGC 0908,184.12860154943823,180.75
674,NGC1042,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),3.3,0.0,0.0,3.3,3.3,0.0,NGC 1042,116.7135434982842,140.3
675,NGC1042,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),34.7,0.0,0.0,34.7,34.7,0.0,NGC 1042,116.7135434982842,140.3
676,NGC1042,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),84.4,0.0,0.0,84.4,84.4,0.0,NGC 1042,116.7135434982842,140.3
677,NGC1058,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),30.5,0.0,0.0,30.5,30.5,0.0,NGC 1058,73.98118011703016,90.6
678,NGC1073,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),38.0,0.0,0.0,38.0,38.0,0.0,NGC 1073,106.1992023250304,146.95
679,NGC1073,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),89.3,0.0,0.0,89.3,89.3,0.0,NGC 1073,106.1992023250304,146.95
680,NGC1084,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),22.4,0.0,0.0,22.4,22.4,0.0,NGC 1084,101.88758177712248,97.1
681,NGC1084,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),44.9,1.6,1.6,43.3,46.5,3.2,NGC 1084,101.88758177712248,97.1
682,NGC1087,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),2.1,0.0,0.0,2.1,2.1,0.0,NGC 1087,89.14998095214081,111.45
683,NGC1087,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),35.3,0.0,0.0,35.3,35.3,0.0,NGC 1087,89.14998095214081,111.45
684,NGC1187,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),13.0,1.9,1.9,11.1,14.9,3.8,NGC 1187,124.7731831482066,164.85
685,NGC1187,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),55.0,0.0,0.0,55.0,55.0,0.0,NGC 1187,124.7731831482066,164.85
686,NGC1187,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),113.1,0.0,0.0,113.1,113.1,0.0,NGC 1187,124.7731831482066,164.85
687,NGC1241,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),12.4,1.1,1.1,11.3,13.5,2.2,NGC 1241,80.93218297334762,84.55
688,NGC1300,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),54.8,1.4,1.4,53.4,56.2,2.8,NGC 1300,178.2876475846718,185.0
689,NGC1300,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),142.3,0.0,0.0,142.3,142.3,0.0,NGC 1300,178.2876475846718,185.0
690,NGC1302,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),31.0,0.0,0.0,31.0,31.0,0.0,NGC 1302,127.67952394012292,116.7
691,NGC1302,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),55.0,0.0,0.0,55.0,55.0,0.0,NGC 1302,127.67952394012292,116.7
692,NGC1302,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),83.6,0.0,0.0,83.6,83.6,0.0,NGC 1302,127.67952394012292,116.7
693,NGC1309,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),7.8,0.0,0.0,7.8,7.8,0.0,NGC 1309,70.8143469954173,65.65
694,NGC1309,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),15.3,0.0,0.0,15.3,15.3,0.0,NGC 1309,70.8143469954173,65.65
695,NGC1309,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),34.2,1.9,1.9,32.300000000000004,36.1,3.8,NGC 1309,70.8143469954173,65.65
696,NGC1317,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),18.8,0.0,0.0,18.8,18.8,0.0,NGC 1317,92.07065965173474,82.65
697,NGC1317,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),43.3,0.0,0.0,43.3,43.3,0.0,NGC 1317,92.07065965173474,82.65
698,NGC1317,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),105.4,0.0,0.0,105.4,105.4,0.0,NGC 1317,92.07065965173474,82.65
699,NGC1350,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),11.8,1.1,1.1,10.7,12.9,2.2,NGC 1350,180.35212124498327,157.45
700,NGC1350,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),135.0,0.0,0.0,135.0,135.0,0.0,NGC 1350,180.35212124498327,157.45
701,NGC1371,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),19.5,0.0,0.0,19.5,19.5,0.0,NGC 1371,146.5957078028501,168.7
702,NGC1371,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),63.0,0.0,0.0,63.0,63.0,0.0,NGC 1371,146.5957078028501,168.7
703,NGC1371,potential-density,False,stellar,H-band,https://iopscience.iop.org/article/10.1088/0067-0049/182/2/559/pdf,Buta & Zhang (2009),81.5,0.0,0.0,81.5,81.5,0.0,NGC 1371,146.5957078028501,168.7
